source_code,source_term,target_concept_id,target_concept_name,predicate,target_concept_id_b,target_concept_name_b,predicate_b,cleaned_term,mapped_concept_id,mapped_concept_name,matched_concept_id,matched_concept_name,match_score,match_rank,matched_concept_class_id,matched_domain_id,matched_vocabulary_id,matched_parents,matched_children,matched_synonyms
8690,"Unspecified enthesopathy, lower limb, excluding foot",4116324,Enthesopathy of lower leg and ankle region,exactMatch,4116324.0,Enthesopathy of lower leg and ankle region,broadMatch,"enthesopathy, lower limb, excluding foot",-1,,198846,Enthesopathy of hip region,0.3486128508620693,16,Disorder,Condition,SNOMED,Disorder of hip;Enthesopathy of lower limb;Enthesopathy of hip region,Enthesopathy of left hip;Observation hip syndrome;Enthesopathy of right hip,Enthesopathy of hip region (disorder)
8690,"Unspecified enthesopathy, lower limb, excluding foot",4116324,Enthesopathy of lower leg and ankle region,exactMatch,4116324.0,Enthesopathy of lower leg and ankle region,broadMatch,"enthesopathy, lower limb, excluding foot",-1,,765232,Enthesopathy of left ankle,0.350126201990553,17,Disorder,Condition,SNOMED,Disorder of left lower extremity;Enthesopathy of ankle region,Bilateral enthesopathy of ankles,Enthesopathy of left ankle (disorder)
8690,"Unspecified enthesopathy, lower limb, excluding foot",4116324,Enthesopathy of lower leg and ankle region,exactMatch,4116324.0,Enthesopathy of lower leg and ankle region,broadMatch,"enthesopathy, lower limb, excluding foot",-1,,37309729,Bilateral enthesopathy of ankles,0.3517314387090193,18,Disorder,Condition,SNOMED,Enthesopathy of right ankle;Enthesopathy of left ankle,,Enthesopathy of bilateral ankles;Enthesopathy of bilateral ankles (disorder);Enthesopathy of both ankles
8690,"Unspecified enthesopathy, lower limb, excluding foot",4116324,Enthesopathy of lower leg and ankle region,exactMatch,4116324.0,Enthesopathy of lower leg and ankle region,broadMatch,"enthesopathy, lower limb, excluding foot",-1,,37169283,Enthesopathy of toe of right foot,0.3531331738535715,19,Disorder,Condition,SNOMED,Disorder of toe;Finding of musculoskeletal structure of toe;Enthesopathy of right foot,,Disorder of enthesis of toe of right foot;Disorder of enthesis of toe of right foot (disorder)
8690,"Unspecified enthesopathy, lower limb, excluding foot",4116324,Enthesopathy of lower leg and ankle region,exactMatch,4116324.0,Enthesopathy of lower leg and ankle region,broadMatch,"enthesopathy, lower limb, excluding foot",-1,,4344267,Enthesopathy of pelvic region,0.3553308346312069,20,Disorder,Condition,SNOMED,Enthesopathy;Disorder of pelvis,,Enthesopathy of pelvic region (disorder)
8690,"Unspecified enthesopathy, lower limb, excluding foot",4116324,Enthesopathy of lower leg and ankle region,exactMatch,4116324.0,Enthesopathy of lower leg and ankle region,broadMatch,"enthesopathy, lower limb, excluding foot",-1,,74458,Enthesopathy of knee,0.3612898267137503,21,Disorder,Condition,SNOMED,Disorder of knee;Enthesopathy of lower limb,Enthesopathy of right knee;Enthesopathy of left knee;Pellegrini-Stieda syndrome,Enthesopathy of knee region;Enthesopathy of knee (disorder)
8690,"Unspecified enthesopathy, lower limb, excluding foot",4116324,Enthesopathy of lower leg and ankle region,exactMatch,4116324.0,Enthesopathy of lower leg and ankle region,broadMatch,"enthesopathy, lower limb, excluding foot",-1,,37108921,Enthesopathy of left knee,0.3614605659622518,22,Disorder,Condition,SNOMED,Enthesopathy of knee;Disorder of left lower extremity,Bilateral enthesopathy of knees,Enthesopathy of left knee region (disorder);Enthesopathy of left knee region
8690,"Unspecified enthesopathy, lower limb, excluding foot",4116324,Enthesopathy of lower leg and ankle region,exactMatch,4116324.0,Enthesopathy of lower leg and ankle region,broadMatch,"enthesopathy, lower limb, excluding foot",-1,,761494,Enthesopathy of right ankle,0.3631851095364387,23,Disorder,Condition,SNOMED,Disorder of ankle;Disorder of right lower extremity;Enthesopathy of lower limb,Bilateral enthesopathy of ankles,Enthesopathy of right ankle (disorder)
8690,"Unspecified enthesopathy, lower limb, excluding foot",4116324,Enthesopathy of lower leg and ankle region,exactMatch,4116324.0,Enthesopathy of lower leg and ankle region,broadMatch,"enthesopathy, lower limb, excluding foot",-1,,761497,Enthesopathy of right hip,0.3644145664213147,24,Disorder,Condition,SNOMED,Enthesopathy of hip region;Disorder of right lower extremity,Disorder of enthesis of bilateral hip regions,Disorder of enthesis of right hip region;Disorder of enthesis of right hip region (disorder)
8690,"Unspecified enthesopathy, lower limb, excluding foot",4116324,Enthesopathy of lower leg and ankle region,exactMatch,4116324.0,Enthesopathy of lower leg and ankle region,broadMatch,"enthesopathy, lower limb, excluding foot",-1,,37169270,Enthesopathy of left hand,0.366775030011979,25,Disorder,Condition,SNOMED,Disorder of hand;Disorder of left upper extremity;Enthesopathy of wrist and/or hand,Enthesopathy of left finger;Bilateral enthesopathy of hands,Disorder of enthesis of left hand;Disorder of enthesis of left hand (disorder)
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,4035438,Gout caused by lead,1.042900810210856e-05,1,Disorder,Condition,SNOMED,Secondary gout,Acute lead-induced gout;Chronic gout caused by lead,Lead gout;Saturnine gout;Lead-induced gout;Gout caused by lead (disorder);Gout secondary to lead;Gout caused by lead poisoning
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,4299408,Gouty tophus,0.0831353610367632,2,Disorder,Condition,SNOMED,Tophus;Gout;Gouty tophus,Chronic tophaceous gout;Gouty tophi of toe;Gouty tophus of heart;Gouty tophus of bursa;Gouty tophus of tendon;Gout of multiple sites caused by drug;Gouty tophus of pinna,Gouty tophus (disorder)
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,136779,Disorder of forearm,0.1096111666656248,3,Disorder,Condition,SNOMED,Disorder of upper limb,Contracture of flexor pollicis longus;Calcific tendinitis of right forearm;Joint contracture of forearm;Posterior interosseous nerve lesion;Congenital absence of forearm and hand;Contracture of tendon of wrist and hand;Congenital anomaly of ulna;Osteochondropathy of radius;Calcific tendinitis of left forearm;Neoplasm of forearm,Disorder of forearm (disorder)
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,76191,Disorder of upper arm,0.1156936267395204,4,Disorder,Condition,SNOMED,Disorder of upper limb,Tendinosis of right biceps brachii;Brachial artery embolus;Articular cartilage disorder of upper arm;Hypertrophic scar of upper arm;Repetitive motion disorder of right upper arm;Inflammation of muscle of upper arm;Paralysis of right musculocutaneous nerve;Congenital anomaly of humerus;Cellulitis of upper arm;Deformity of humerus,Disorder of upper arm (disorder)
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,443582,Arthropathy of joint of hand,0.124484951910292,5,Disorder,Condition,SNOMED,Arthropathy;Disorder of hand;Unspecified disorder of hand joint,"Short stature locking fingers syndrome;Diffuse tenosynovial giant cell tumor of proximal interphalangeal joint of finger;Bouchard's node;Synovial cyst of hand;Closed fracture thumb distal phalanx, mallet;Synovial osteochondromatosis of proximal interphalangeal joint of finger;Loose body in joint of hand;Acquired fixed flexion deformity of thumb;Diffuse tenosynovial giant cell tumor of distal interphalangeal joint of finger;Fracture of metacarpophalangeal joint",Arthropathy of joint of hand (disorder);Disorder of joint of hand
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,40484571,Disorder of joint of shoulder region,0.1433782555455969,6,Disorder,Condition,SNOMED,Arthropathy;Disorder of shoulder,Rotator cuff tear arthropathy;Derangement of shoulder;Congenital dislocation of joint of shoulder region;Disorder of acromioclavicular joint;Dislocation of joint of shoulder region due to congenital dysplasia of joint of shoulder region;Complete tear of sternoclavicular ligament;Arthropathy of left shoulder;Os acromiale;Dislocation of scapulothoracic joint;Arthritis of shoulder region joint,Disorder of joint of shoulder region (disorder)
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,607432,Chronic gout caused by lead,0.1478623373319073,7,Disorder,Condition,SNOMED,Chronic metabolic disorder;Gout caused by lead,Polyarticular chronic gout caused by lead;Monoarticular chronic gout caused by lead,Chronic lead-induced gout;Chronic gout caused by lead (disorder)
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,607404,Monoarticular chronic gout caused by lead,0.1872082347266856,8,Disorder,Condition,SNOMED,Chronic gout caused by lead;Monoarticular joint involvement;Chronic gouty arthritis,,Monoarticular chronic gout caused by lead (disorder);Monoarticular chronic lead-induced gout
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,603006,Polyarticular chronic gout caused by lead,0.1887310525971129,9,Disorder,Condition,SNOMED,Chronic gout caused by lead;Polyarticular joint involvement;Gouty arthritis of multiple sites;Chronic gouty arthritis,,Polyarticular chronic gout caused by lead (disorder);Polyarticular chronic lead-induced gout
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,607392,Acute lead-induced gout,0.1896083397035346,10,Disorder,Condition,SNOMED,Gout caused by lead;Acute gout,Monoarticular acute gout caused by lead;Polyarticular acute gout caused by lead,Acute gout caused by lead;Acute gout caused by lead (disorder)
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,603008,Polyarticular acute gout caused by lead,0.221176197559982,11,Disorder,Condition,SNOMED,Acute lead-induced gout;Polyarticular joint involvement;Gouty arthritis of multiple sites;Acute polyarthritis,,Polyarticular acute gout caused by lead (disorder);Polyarticular acute lead-induced gout
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,607406,Monoarticular acute gout caused by lead,0.2299062530712031,12,Disorder,Condition,SNOMED,Gouty arthritis;Acute lead-induced gout;Monoarticular joint involvement;Acute arthropathy,,Monoarticular acute gout caused by lead (disorder);Monoarticular acute lead-induced gout
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,42535205,Chronic tophaceous gout of left elbow,0.2549351309771945,13,Disorder,Condition,SNOMED,Disorder of left upper extremity;Disorder of elbow;Inflammatory disorder of extremity;Chronic tophaceous gout,Bilateral chronic tophaceous gout of elbows,Tophus of left elbow co-occurrent and due to gout;Chronic tophaceous gout of left elbow (disorder);Gouty tophus of left elbow
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,42539209,Chronic tophaceous gout of right elbow,0.260809362033242,14,Disorder,Condition,SNOMED,Disorder of right upper extremity;Disorder of elbow;Inflammatory disorder of extremity;Chronic tophaceous gout,Bilateral chronic tophaceous gout of elbows,Gouty tophus of right elbow;Chronic tophaceous gout of right elbow (disorder);Tophus of right elbow co-occurrent and due to gout
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,46270436,Chronic tophaceous gout of elbow caused by drug,0.2626089027067694,15,Disorder,Condition,SNOMED,Chronic tophaceous gout caused by drug;Gout of elbow caused by drug,,Drug induced chronic tophaceous gout of elbow;Chronic tophaceous gout of elbow caused by drug (disorder)
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,1449136,Gouty arthritis of elbow,0.2763025644878667,16,Disorder,Condition,SNOMED,Crystal arthropathy of elbow;Gouty arthritis;Arthritis of elbow,Gouty arthritis of left elbow;Gouty arthritis of right elbow,Gouty arthritis of elbow (disorder);Articular gout of elbow
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,35615129,Bilateral chronic tophaceous gout of elbows,0.2763313078488978,17,Disorder,Condition,SNOMED,Chronic tophaceous gout of left elbow;Chronic tophaceous gout of right elbow,,Chronic tophaceous gout of bilateral elbows;Chronic tophaceous gout of bilateral elbows (disorder);Chronic tophaceous gout of both elbows
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,36684527,Gouty arthritis of left elbow,0.2850426368038655,18,Disorder,Condition,SNOMED,Gouty arthritis of elbow;Arthritis of left elbow,Gouty arthritis of bilateral elbows,Articular gout of left elbow;Gouty arthritis of left elbow (disorder);Arthritis of left elbow due to gout;Left elbow gouty arthritis
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,46270437,Chronic gout of elbow without tophus caused by drug,0.2889688806902994,19,Disorder,Condition,SNOMED,Chronic gout without tophus caused by drug;Gout of elbow caused by drug,,Drug induced chronic gout of elbow without tophus;Chronic gout of elbow without tophus caused by drug (disorder)
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,46270454,Gout of elbow caused by drug,0.293160597965744,20,Disorder,Condition,SNOMED,Disorder of elbow;Gout secondary to drug;Inflammatory disorder of extremity,Chronic tophaceous gout of elbow caused by drug;Chronic gout of elbow without tophus caused by drug,Gout of elbow caused by drug (disorder);Drug induced gout of elbow
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,46270419,Chronic gout of elbow without tophus due to renal impairment,0.2955184506709295,21,Disorder,Condition,SNOMED,Chronic gout without tophus due to renal impairment;Gout of elbow due to renal impairment,,Chronic gout of elbow without tophus due to renal impairment (disorder)
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,36684532,Gouty arthritis of right elbow,0.2957482578141983,22,Disorder,Condition,SNOMED,Gouty arthritis of elbow;Arthritis of right elbow,Gouty arthritis of bilateral elbows,Gouty arthritis of right elbow (disorder);Arthritis of right elbow due to gout;Articular gout of right elbow;Right elbow gouty arthritis
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,46270418,Chronic tophaceous gout of elbow due to renal impairment,0.3038181785311498,23,Disorder,Condition,SNOMED,Chronic tophaceous gout due to renal impairment;Gout of elbow due to renal impairment,,Chronic tophaceous gout of elbow due to renal impairment (disorder)
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,46270464,Gout of elbow due to renal impairment,0.3087907260067991,24,Disorder,Condition,SNOMED,Disorder of elbow;Gout secondary to renal impairment;Inflammatory disorder of extremity,Chronic tophaceous gout of elbow due to renal impairment;Chronic gout of elbow without tophus due to renal impairment,Gout of elbow due to renal impairment (disorder)
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,46273638,Primary chronic gout without tophus of elbow,0.3194907953729407,25,Disorder,Condition,SNOMED,Disorder of elbow;Inflammatory disorder of extremity;Primary chronic gout without tophus,,Primary chronic gout without tophus of elbow (disorder)
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,46270464,Gout of elbow due to renal impairment,0.0301526444046795,1,Disorder,Condition,SNOMED,Disorder of elbow;Gout secondary to renal impairment;Inflammatory disorder of extremity,Chronic tophaceous gout of elbow due to renal impairment;Chronic gout of elbow without tophus due to renal impairment,Gout of elbow due to renal impairment (disorder)
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,46270418,Chronic tophaceous gout of elbow due to renal impairment,0.0885170105171647,2,Disorder,Condition,SNOMED,Chronic tophaceous gout due to renal impairment;Gout of elbow due to renal impairment,,Chronic tophaceous gout of elbow due to renal impairment (disorder)
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,46270465,Gout of hand due to renal impairment,0.1045240779483429,3,Disorder,Condition,SNOMED,Disorder of hand;Gout secondary to renal impairment;Inflammatory disorder of extremity,Chronic tophaceous gout of hand due to renal impairment;Chronic gout of hand without tophus due to renal impairment,Gout of hand due to renal impairment (disorder)
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,46270413,Gout of wrist due to renal impairment,0.1117184303855175,4,Disorder,Condition,SNOMED,Disorder of wrist;Gout secondary to renal impairment;Inflammatory disorder of extremity,Chronic gout of wrist without tophus due to renal impairment;Chronic tophaceous gout of wrist due to renal impairment,Gout of wrist due to renal impairment (disorder)
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,46270467,Gout of knee due to renal impairment,0.1229480983631396,5,Disorder,Condition,SNOMED,Gout secondary to renal impairment;Disorder of knee;Inflammatory disorder of extremity,Chronic tophaceous gout of knee due to renal impairment;Chronic gout of knee without tophus due to renal impairment,Gout of knee due to renal impairment (disorder)
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,46270419,Chronic gout of elbow without tophus due to renal impairment,0.1263202820919391,6,Disorder,Condition,SNOMED,Chronic gout without tophus due to renal impairment;Gout of elbow due to renal impairment,,Chronic gout of elbow without tophus due to renal impairment (disorder)
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,46270412,Gout of shoulder due to renal impairment,0.1292463508911789,7,Disorder,Condition,SNOMED,Disorder of shoulder;Gout secondary to renal impairment;Inflammatory disorder of extremity,Chronic gout of shoulder without tophus due to renal impairment;Chronic tophaceous gout of shoulder due to renal impairment,Gout of shoulder due to renal impairment (disorder)
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,46270466,Gout of hip due to renal impairment,0.1357965990074895,8,Disorder,Condition,SNOMED,Gout secondary to renal impairment;Disorder of hip;Inflammatory disorder of extremity,Chronic gout of hip without tophus due to renal impairment;Chronic tophaceous gout of hip due to renal impairment,Gout of hip due to renal impairment (disorder)
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,4035437,Gout secondary to renal impairment,0.1525532517359814,9,Disorder,Condition,SNOMED,Secondary gout,Gout of hand due to renal impairment;Gout of knee due to renal impairment;Chronic gout without tophus due to renal impairment;Gout of hip due to renal impairment;Gout of shoulder due to renal impairment;Gout of elbow due to renal impairment;Chronic tophaceous gout due to renal impairment;Gout of vertebra due to renal impairment;Gout of wrist due to renal impairment;Gout of multiple sites due to renal impairment,Gout secondary to renal impairment (disorder);Gout due to impairment of renal function
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,46270431,Chronic tophaceous gout of wrist due to renal impairment,0.1603617198161264,10,Disorder,Condition,SNOMED,Gout of wrist due to renal impairment;Chronic tophaceous gout due to renal impairment,,Chronic tophaceous gout of wrist due to renal impairment (disorder)
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,46270420,Chronic tophaceous gout of hand due to renal impairment,0.1636550811411659,11,Disorder,Condition,SNOMED,Chronic tophaceous gout of hand;Chronic tophaceous gout due to renal impairment;Gout of hand due to renal impairment,,Chronic tophaceous gout of hand due to renal impairment (disorder)
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,46273507,Chronic tophaceous gout of shoulder due to renal impairment,0.1729882212171652,12,Disorder,Condition,SNOMED,Gout of shoulder due to renal impairment;Chronic tophaceous gout due to renal impairment,,Chronic tophaceous gout of shoulder due to renal impairment (disorder)
